"artist_title"	"year"	"keep"	"rank"	"votes"	"artist"	"song"	"filename"	"source"
"Renate - Kuues meel "	2013	"TRUE"	37	75	"Renate"	"Kuues meel "	"lyrics-renate-kuues_meel"	1
"Renate - Põlen seest "	2012	"TRUE"	33	54	"Renate"	"Põlen seest "	"lyrics-renate-polen_seest"	1
"Renate - Stiihia "	2013	"TRUE"	5	401	"Renate"	"Stiihia "	"lyrics-renate-stiihia"	1
"Renate - Suveõhtud "	2017	"TRUE"	15	167	"Renate"	"Suveõhtud "	"lyrics-renate-suveohtud"	1
"Renate - Tsunami "	2016	"TRUE"	27	71	"Renate"	"Tsunami "	"lyrics-renate-tsunami"	1
"Renate - Vajan sind "	2014	"TRUE"	19	172	"Renate"	"Vajan sind "	"lyrics-renate-vajan_sind"	1
"Respekt - Anna andeks "	2012	"TRUE"	6	339	"Respekt"	"Anna andeks "	"lyrics-respekt-anna_andeks"	1
"Respekt - Peapeal "	2017	"TRUE"	4	512	"Respekt"	"Peapeal "	"lyrics-respekt-peapeal"	1
"Respekt - Su hääl su suu ja silmad "	2014	"TRUE"	8	323	"Respekt"	"Su hääl su suu ja silmad "	"lyrics-respekt-su_haal_su_suu_ja_silmad"	1
"Respekt - Su hing mu hinges "	2014	"TRUE"	23	130	"Respekt"	"Su hing mu hinges "	"lyrics-respekt-su_hing_mu_hinges"	1
"Respekt - Upun Pisaramerre "	2011	"TRUE"	39	82	"Respekt"	"Upun Pisaramerre "	"lyrics-respekt-upun_pisaramerre"	1
"Revals - Jumal elab pealinnas "	2017	"TRUE"	36	56	"Revals"	"Jumal elab pealinnas "	"lyrics-revals-jumal_elab_pealinnas"	1
"Riho Sibul Ja Anne Värvimann - See Päev On Teel "	1996	"TRUE"	12	420	"Riho Sibul Ja Anne Värvimann"	"See Päev On Teel "	"lyrics-riho_sibul-see_paev_on_teel"	1
"Rolf Junior - Ingel "	2007	"TRUE"	17	407	"Rolf Junior"	"Ingel "	"lyrics-rolf_junior-ingel"	1
"Rolf Junior - Purunenud Killud "	2009	"TRUE"	38	93	"Rolf Junior"	"Purunenud Killud "	"lyrics-rolf_junior-purunenud_killud"	1
"Röövel Ööbik - Kids Stuff Rokk "	2009	"TRUE"	20	178	"Röövel Ööbik"	"Kids Stuff Rokk "	"lyrics-roovel_oobik-kids_stuff_rokk"	1
"Ruffus - Eighties Coming Back "	2003	"TRUE"	14	335	"Ruffus"	"Eighties Coming Back "	"lyrics-ruffus-eighties_coming_back"	1
"Rullnoxid - Normaalne "	2002	"TRUE"	12	388	"Rullnoxid"	"Normaalne "	"lyrics-rullnoxid-normaalne"	1
"Rumal Noorkuu - Aeg Teeb Selgeks Kõik "	1998	"TRUE"	40	59	"Rumal Noorkuu"	"Aeg Teeb Selgeks Kõik "	"lyrics-rumal_noorkuu-aeg_teeb_selgeks_koik"	1
"Rumal Noorkuu - Jamaika Hällilaul "	1998	"TRUE"	38	66	"Rumal Noorkuu"	"Jamaika Hällilaul "	"lyrics-rumal_noorkuu-jamaika_hallilaul"	1
"Rumal Noorkuu - Lõputu Mäng "	1997	"TRUE"	20	235	"Rumal Noorkuu"	"Lõputu Mäng "	"lyrics-rumal_noorkuu-loputu_mang"	1
"Rumal Noorkuu - Muumioru Lugu "	1997	"TRUE"	35	111	"Rumal Noorkuu"	"Muumioru Lugu "	"lyrics-rumal_noorkuu-muumioru_lugu"	1
"Noorkuu - Smells Like Teen Spirit "	2000	"TRUE"	40	67	"Rumal Noorkuu"	"Smells Like Teen Spirit "	"lyrics-rumal_noorkuu-smells_like_teen_spirit"	1
"Rumal Noorkuu - Sügiskuu"	1998	"TRUE"	10		"Rumal Noorkuu"	"Sügiskuu"	"lyrics-rumal_noorkuu-sugiskuu"	1
"Sahlene - Runaway "	2002	"TRUE"	8	602	"Sahlene"	"Runaway "	"lyrics-sahlene-runaway"	1
"Sammalhabe - Loomeinimene "	2016	"TRUE"	24	80	"Sammalhabe"	"Loomeinimene "	"lyrics-sammalhabe-loomeinimene"	1
"Sandra - Up to the Sky "	1997	"TRUE"	7	730	"Sandra"	"Up to the Sky "	"lyrics-sandra-up_to_the_sky"	1
"Shanon - Draama "	2008	"TRUE"	22	222	"Shanon"	"Draama "	"lyrics-shanon-draama"	1
"Shanon - Jäätunud jäljed "	2012	"TRUE"	15	154	"Shanon"	"Jäätunud jäljed "	"lyrics-shanon-jaatunud_jaljed"	1
"Shanon - Kukub Täht "	2011	"TRUE"	24	137	"Shanon"	"Kukub Täht "	"lyrics-shanon-kukub_taht"	1
"Shanon - Libahunt "	2012	"TRUE"	12	262	"Shanon"	"Libahunt "	"lyrics-shanon-libahunt"	1
"Shanon - Murtud "	2010	"TRUE"	23	160	"Shanon"	"Murtud "	"lyrics-shanon-murtud"	1
"Shanon - Ootan ööd "	2015	"TRUE"	13	152	"Shanon"	"Ootan ööd "	"lyrics-shanon-ootan_ood"	1
"Shanon - Suvi kestab veel "	2016	"TRUE"	1	837	"Shanon"	"Suvi kestab veel "	"lyrics-shanon-suvi_kestab_veel"	1
"Shanon - Tuhat Ja Üks Ööd "	2011	"TRUE"	16	170	"Shanon"	"Tuhat Ja Üks Ööd "	"lyrics-shanon-tuhat_ja_uks_ood"	1
"Shanon - Üksinda "	2008	"TRUE"	6	792	"Shanon"	"Üksinda "	"lyrics-shanon-uksinda"	1
"Shanon - Varbad Liivas "	2014	"TRUE"	9	302	"Shanon"	"Varbad Liivas "	"lyrics-shanon-varbad_liivas"	1
"Sibyl Vane - Thousand words "	2018	"TRUE"	12	163	"Sibyl Vane"	"Thousand words "	"lyrics-sibyl_vane-thousand_words"	1
"Sinine - I'm dreaming "	2012	"TRUE"	21	101	"Sinine"	"I'm dreaming "	"lyrics-sinine-i_m_dreaming"	1
"Sinine feat. Sandra Nurmasalu - Sel teel "	2012	"TRUE"	24	82	"Sinine"	"Sel teel "	"lyrics-sinine-sel_teel"	1
"Slide-Fifty - Believe In Me When I Wish Good Luck "	2006	"TRUE"	14	481	"Slide-Fifty"	"Believe In Me When I Wish Good Luck "	"lyrics-slide-fifty-believe_me_when_i_wish_good_luck"	1
"Slide-Fifty & Liisi Koikson - Dreams Won't Come True "	2005	"TRUE"	39	282	"Slide-Fifty & Liisi Koikson"	"Dreams Won't Come True "	"lyrics-slide-fifty-dreams_won_t_come_true"	1
"Slide-Fifty - Everybody Acts "	2005	"TRUE"	33	338	"Slide-Fifty"	"Everybody Acts "	"lyrics-slide-fifty-everybody_acts"	1
"Slide-Fifty - Fortune "	2005	"TRUE"	27	437	"Slide-Fifty"	"Fortune "	"lyrics-slide-fifty-fortune"	1
"Slide-Fifty - Reach Out "	2006	"TRUE"	13	627	"Slide-Fifty"	"Reach Out "	"lyrics-slide-fifty-reach_out"	1
"Slobodan River - A Girl In A Push Up Bra "	2004	"TRUE"	12	267	"Slobodan River"	"A Girl In A Push Up Bra "	"lyrics-slobodan_river-a_girl_in_push_up_bra"	1
"Slobodan River - True Blue Guide "	2002	"TRUE"	14	352	"Slobodan River"	"True Blue Guide "	"lyrics-slobodan_river-true-blue_guide"	1
"Smilers - 33 "	2011	"TRUE"	13	233	"Smilers"	33	"lyrics-smilers-33"	1
"Smilers - Aega Parajaks Teen "	1998	"TRUE"	28	101	"Smilers"	"Aega Parajaks Teen "	"lyrics-smilers-aega_parajaks_teen"	1
"Smilers - Ainult unustamiseks "	2003	"TRUE"	5	1257	"Smilers"	"Ainult unustamiseks "	"lyrics-smilers-ainult_unustamiseks"	1
"Smilers - Ainult unustamiseks "	2004	"TRUE"	31	127	"Smilers"	"Ainult unustamiseks "	"lyrics-smilers-ainult_unustamiseks"	1
"Smilers - Annika "	2007	"TRUE"	4	1344	"Smilers"	"Annika "	"lyrics-smilers-annika"	1
"Smilers - Ära Viska Mind Ära "	1998	"TRUE"	18	169	"Smilers"	"Ära Viska Mind Ära "	"lyrics-smilers-ara_viska_mind_ara"	1
"Smilers & Genka - Armastan luuserit "	2013	"TRUE"	34	82	"Smilers & Genka"	"Armastan luuserit "	"lyrics-smilers-armastan_ma_luuserit"	1
"Smilers - Asi on maitses "	2005	"TRUE"	13	913	"Smilers"	"Asi on maitses "	"lyrics-smilers-asi_on_maitses"	1
"Smilers - Et sa teaks "	2015	"TRUE"	9	204	"Smilers"	"Et sa teaks "	"lyrics-smilers-et_sa_teaks"	1
"Smilers - Et sa teaks "	2016	"TRUE"	15	118	"Smilers"	"Et sa teaks "	"lyrics-smilers-et_sa_teaks"	1
"Smilers - Halloo Kosmos "	2011	"TRUE"	20	145	"Smilers"	"Halloo Kosmos "	"lyrics-smilers-hallo_kosmos"	1
"Smilers - Jalgpall on parem kui seks "	2001	"TRUE"	6	778	"Smilers"	"Jalgpall on parem kui seks "	"lyrics-smilers-jalgpall_on_parem_kui_seks"	1
"Smilers - Jalgpall on parem kui sex "	2002	"TRUE"	23	223	"Smilers"	"Jalgpall on parem kui sex "	"lyrics-smilers-jalgpall_on_parem_kui_seks"	1
"Smilers - Käime katuseid mööda "	2003	"TRUE"	3	1425	"Smilers"	"Käime katuseid mööda "	"lyrics-smilers-kaime_katuseid_mooda"	1
"Smilers - Käime katuseid mööda "	2004	"TRUE"	7	598	"Smilers"	"Käime katuseid mööda "	"lyrics-smilers-kaime_katuseid_mooda"	1
"Smilers - Käime katuseid mööda "	2005	"TRUE"	14	880	"Smilers"	"Käime katuseid mööda "	"lyrics-smilers-kaime_katuseid_mooda"	1
"Smilers - Kalamaja cowboy "	2001	"TRUE"	11	473	"Smilers"	"Kalamaja cowboy "	"lyrics-smilers-kalamaja_cowboy"	1
"Smilers - Keelatud Viljade Turg "	2007	"TRUE"	22	336	"Smilers"	"Keelatud Viljade Turg "	"lyrics-smilers-keelatud_viljade_turg"	1
"Smilers - Kõrvuni sees "	2004	"TRUE"	33	112	"Smilers"	"Kõrvuni sees "	"lyrics-smilers-korvuni_sees"	1
"Smilers - Kvaliteetaeg "	2002	"TRUE"	27	194	"Smilers"	"Kvaliteetaeg "	"lyrics-smilers-kvaliteet_aeg"	1
"Smilers - Läbi elu "	1999	"TRUE"	2	1063	"Smilers"	"Läbi elu "	"lyrics-smilers-labi_elu"	1
"Smilers - Lähme sõidame "	1997	"TRUE"	30	146	"Smilers"	"Lähme sõidame "	"lyrics-smilers-lahme_soidame"	1
"Smilers - Meteoriitide sajus "	2001	"TRUE"	38	58	"Smilers"	"Meteoriitide sajus "	"lyrics-smilers-meteoriitide_sajus"	1
"Smilers - Meteoriitide sajus "	2002	"TRUE"	21	229	"Smilers"	"Meteoriitide sajus "	"lyrics-smilers-meteoriitide_sajus"	1
"Smilers - Mina, Pets, Margus & Priit "	2001	"TRUE"	2	1480	"Smilers"	"Mina, Pets, Margus & Priit "	"lyrics-smilers-mina_pets_margus_ja_priit"	1
"Smilers - Mõistus On Kadunud "	1998	"TRUE"	21	133	"Smilers"	"Mõistus On Kadunud "	"lyrics-smilers-moistus_on_kadunud"	1
"Smilers - Mõtlen Sinust "	1998	"TRUE"	12	267	"Smilers"	"Mõtlen Sinust "	"lyrics-smilers-motlen_sinust"	1
"Smilers - Mõtlen sinust "	2001	"TRUE"	34	62	"Smilers"	"Mõtlen sinust "	"lyrics-smilers-motlen_sinust"	1
"Smilers - Mürk "	1999	"TRUE"	20	164	"Smilers"	"Mürk "	"lyrics-smilers-murk"	1
"Smilers - Nagu Hunt "	1998	"TRUE"	22	129	"Smilers"	"Nagu Hunt "	"lyrics-smilers-nagu_hunt"	1
"Smilers - Närtsinud Roos "	2008	"TRUE"	27	196	"Smilers"	"Närtsinud Roos "	"lyrics-smilers-nartsinud_roos"	1
"Smilers - Räägi mis sa teed "	2003	"TRUE"	10	446	"Smilers"	"Räägi mis sa teed "	"lyrics-smilers-raagi_mis_sa_teed"	1
"Smilers - Sajaga "	2005	"TRUE"	5	2872	"Smilers"	"Sajaga "	"lyrics-smilers-sajaga"	1
"Smilers - Sellel ööl "	2004	"TRUE"	11	298	"Smilers"	"Sellel ööl "	"lyrics-smilers-sellel_ool"	1
"Smilers - Sinine Saatus "	2009	"TRUE"	27	145	"Smilers"	"Sinine Saatus "	"lyrics-smilers-sinine_saatus_2009"	1
"Smilers - Sinu Küljes Kinni "	1998	"TRUE"	29	100	"Smilers"	"Sinu Küljes Kinni "	"lyrics-smilers-sinu_kuljes_kinni"	1
"Smilers - Sinu Süles "	2000	"TRUE"	4	569	"Smilers"	"Sinu Süles "	"lyrics-smilers-sinu_sules"	1
"Smilers - Mojito "	2013	"TRUE"	1	796	"Smilers"	"Mojito "	"lyrics-smilers-smilers_-_mojito"	1
"Smilers - Mojito "	2014	"TRUE"	28	109	"Smilers"	"Mojito "	"lyrics-smilers-smilers_-_mojito"	1
"Smilers - Tahan Sind "	1996	"TRUE"	4	1192	"Smilers"	"Tahan Sind "	"lyrics-smilers-tahan_sind"	1
"Smilers - Tantsin Nagu Loom "	2009	"TRUE"	15	240	"Smilers"	"Tantsin Nagu Loom "	"lyrics-smilers-tantsin_nagu_loom"	1
"Smilers - Tantsin Sinuga Taevas "	1998	"TRUE"	1	1216	"Smilers"	"Tantsin Sinuga Taevas "	"lyrics-smilers-tantsin_sinuga_taevas"	1
"Smilers - Tule mu juurde "	1999	"TRUE"	29	90	"Smilers"	"Tule mu juurde "	"lyrics-smilers-tule_mu_juurde"	1
"Smilers - Üle Tumeda Vee "	2006	"TRUE"	18	434	"Smilers"	"Üle Tumeda Vee "	"lyrics-smilers-ule_tumeda_vee"	1
"Smilers - Unistajad "	2013	"TRUE"	27	94	"Smilers"	"Unistajad "	"lyrics-smilers-unistajad"	1
"Smilers - Upun su silmadesse "	2001	"TRUE"	20	103	"Smilers"	"Upun su silmadesse "	"lyrics-smilers-upun_su_silmadesse"	1
"Smilers - Viis Kasti Õlut "	1997	"TRUE"	23	216	"Smilers"	"Viis Kasti Õlut "	"lyrics-smilers-viis_kasti_olut"	1
"Smilers - Vuntsidega Mees "	2007	"TRUE"	20	363	"Smilers"	"Vuntsidega Mees "	"lyrics-smilers-vuntsidega_mees"	1
"Sõpruse Puiestee - 1905 "	2003	"TRUE"	7	780	"Sõpruse Puiestee"	1905	"lyrics-sopruse_puiestee-1905"	1
"Sõpruse Puiestee - Kaks meeste "	2003	"TRUE"	15	314	"Sõpruse Puiestee"	"Kaks meeste "	"lyrics-sopruse_puiestee-kaks_meest"	1
"Soul Militia - Freak In Me "	2003	"TRUE"	17	287	"Soul Militia"	"Freak In Me "	"lyrics-soul_militia-freak_in_me"	1
"Soul Militia - Mind Made Up "	2003	"TRUE"	37	153	"Soul Militia"	"Mind Made Up "	"lyrics-soul_militia-mind_made_up"	1
"Soul Militia - Say It "	2004	"TRUE"	38	79	"Soul Militia"	"Say It "	"lyrics-soul_militia-say_it"	1
"Soul Militia - Tule Kui Leebe Tuul "	2006	"TRUE"	33	192	"Soul Militia"	"Tule Kui Leebe Tuul "	"lyrics-soul_militia-tule_kui_leebe_tuul"	1
"Stellah - Õnnelik Taas "	1996	"TRUE"	26	224	"Stellah"	"Õnnelik Taas "	"lyrics-stellah-onnelik_taas_dam-di-dam_"	1
"Super Hot Cosmos Blues Band - God is good "	2014	"TRUE"	36	87	"Super Hot Cosmos Blues Band"	"God is good "	"lyrics-super_hot_cosmos_blues_band-god_is_good"	1
"Super Hot Cosmos Blues Band - Maybe maybe "	2014	"TRUE"	12	249	"Super Hot Cosmos Blues Band"	"Maybe maybe "	"lyrics-super_hot_cosmos_blues_band-maybe-maybe"	1
"Super Slinky - I Just Love It "	2000	"TRUE"	38	69	"Super Slinky"	"I Just Love It "	"lyrics-super_slinky-i_just_love_it"	1
"Super Slinky - Little Secret "	1999	"TRUE"	28	99	"Super Slinky"	"Little Secret "	"lyrics-super_slinky-little_secret"	1
"Super Slinky - The Outsider "	2000	"TRUE"	31	87	"Super Slinky"	"The Outsider "	"lyrics-super_slinky-the_outsider"	1
"Supernova - Mustas Vaikuses "	2006	"TRUE"	37	155	"Supernova"	"Mustas Vaikuses "	"lyrics-supernova-mustas_vaikuses"	1
"Suur Papa - A.V.R "	2014	"TRUE"	27	124	"Suur Papa"	"A.V.R "	"lyrics-suur_papa-a_v_r_augusti_viimane_reede_"	1
"Suur Papa - Estonian business "	2013	"TRUE"	23	130	"Suur Papa"	"Estonian business "	"lyrics-suur_papa-estonian_business"	1
"Suur Papa - Jooksen vihmas "	2013	"TRUE"	17	204	"Suur Papa"	"Jooksen vihmas "	"lyrics-suur_papa-jooksen_vihmas"	1
"Tanel Padar & The Sun - Ootab veel palju ilusaid maid "	2014	"TRUE"	20	171	"Tanel Padar & The Sun"	"Ootab veel palju ilusaid maid "	"lyrics-tanel_padar_the_sun-ootab_veel_palju_ilusaid_maid"	1
"The Sun - Aega on "	2016	"TRUE"	20	94	"The Sun"	"Aega on "	"lyrics-tanel_padar-aega_on"	1
"The Sun - Armetu Naer "	2008	"TRUE"	5	911	"The Sun"	"Armetu Naer "	"lyrics-tanel_padar-armetu_naer"	1
"Tanel Padar & Dave Benton & 2XL - Everybody "	2001	"TRUE"	5	1004	"Tanel Padar & Dave Benton & 2XL"	"Everybody "	"lyrics-tanel_padar-everybody_eurovision_-_2001_"	1
"Tanel Padar @ The Sun - Hero "	2007	"TRUE"	15	466	"Tanel Padar @ The Sun"	"Hero "	"lyrics-tanel_padar-hero"	1
"Tanel Padar & The Sun - Kohvile ei jää "	2012	"TRUE"	16	148	"Tanel Padar & The Sun"	"Kohvile ei jää "	"lyrics-tanel_padar-kohvile_ei_jaa"	1
"Tanel Padar @ The Sun - Lootusetus "	2007	"TRUE"	6	1043	"Tanel Padar @ The Sun"	"Lootusetus "	"lyrics-tanel_padar-lootusetus"	1
"Tanel Padar @ The Sun - Mida Sa Teed? "	2007	"TRUE"	5	1329	"Tanel Padar @ The Sun"	"Mida Sa Teed? "	"lyrics-tanel_padar-mida_sa_teed"	1
"Tanel Padar & The Sun - Õnne Valem "	2015	"TRUE"	17	130	"Tanel Padar & The Sun"	"Õnne Valem "	"lyrics-tanel_padar-onne_valem"	1
"Tanel Padar - Parem veelgi "	2017	"TRUE"	5	488	"Tanel Padar"	"Parem veelgi "	"lyrics-tanel_padar-parem_veelgi"	1
"The Sun - Saatanlik Naine "	2008	"TRUE"	3	1244	"The Sun"	"Saatanlik Naine "	"lyrics-tanel_padar-saatanlik_naine"	1
"The Sun - See On See "	2008	"TRUE"	12	410	"The Sun"	"See On See "	"lyrics-tanel_padar-see_on_see"	1
"Tanel Padar & The Sun - Tahan Elada "	2006	"TRUE"	31	199	"Tanel Padar & The Sun"	"Tahan Elada "	"lyrics-tanel_padar-tahan_elada"	1
"Tanel Padar @ The Sun - Tahan Elada "	2007	"TRUE"	19	382	"Tanel Padar @ The Sun"	"Tahan Elada "	"lyrics-tanel_padar-tahan_elada"	1
"The Sun - Täna Öösel "	2009	"TRUE"	22	168	"The Sun"	"Täna Öösel "	"lyrics-tanel_padar-tana_oosel"	1
"Tanel Padar & The Sun - Tee Midagi "	2010	"TRUE"	31	120	"Tanel Padar & The Sun"	"Tee Midagi "	"lyrics-tanel_padar-tee_midagi"	1
"Tanel Padar @ The Sun - To Hurt Somebody "	2007	"TRUE"	39	177	"Tanel Padar @ The Sun"	"To Hurt Somebody "	"lyrics-tanel_padar-to_hurt_somebody"	1
"Tanel Padar & The Sun - Tormid ja tõusuveed "	2015	"TRUE"	22	85	"Tanel Padar & The Sun"	"Tormid ja tõusuveed "	"lyrics-tanel_padar-tormid_ja_tousuveed"	1
"The Sun - Tõusva Päikese Poole "	2009	"TRUE"	9	417	"The Sun"	"Tõusva Päikese Poole "	"lyrics-tanel_padar-tousva_paikese_poole"	1
"Tanel Padar & The Sun - Tüdrukune "	2006	"TRUE"	12	648	"Tanel Padar & The Sun"	"Tüdrukune "	"lyrics-tanel_padar-tudrukune"	1
"Tanel Padar & The Sun - Üksinda Üksinduses "	2010	"TRUE"	15	215	"Tanel Padar & The Sun"	"Üksinda Üksinduses "	"lyrics-tanel_padar-uksinda_uksinduses"	1
"Tanel Padar - Unistus "	2002	"TRUE"	3	1258	"Tanel Padar"	"Unistus "	"lyrics-tanel_padar-unistus"	1
"Tanel Padar @ The Sun - Võta Aega "	2007	"TRUE"	38	178	"Tanel Padar @ The Sun"	"Võta Aega "	"lyrics-tanel_padar-vota_aega"	1
"Tanja - Amazing "	2014	"TRUE"	26	125	"Tanja"	"Amazing "	"lyrics-tanja_mihhailova-amazing"	1
"Tenfold Rabbit - Oblivion "	2012	"TRUE"	13	251	"Tenfold Rabbit"	"Oblivion "	"lyrics-tenfold_rabbit-oblivion"	1
"Terminaator - 13 sammu "	2017	"TRUE"	30	77	"Terminaator"	"13 sammu "	"lyrics-terminaator-13_sammu"	1
"Terminaator - 4B "	1995	"TRUE"	28	143	"Terminaator"	"4B "	"lyrics-terminaator-4b"	1
"Terminaator - 4B "	1996	"TRUE"	23	236	"Terminaator"	"4B "	"lyrics-terminaator-4b"	1
"Terminaator - 6 Jalga Niisket Maad "	2000	"TRUE"	5	565	"Terminaator"	"6 Jalga Niisket Maad "	"lyrics-terminaator-6_jalga_niisket_maad"	1
"Terminaator - 6 jalga niisket maad "	2001	"TRUE"	13	354	"Terminaator"	"6 jalga niisket maad "	"lyrics-terminaator-6_jalga_niisket_maad"	1
"Terminaator - Ainult sina võid mu maailma muuta"	1994	"TRUE"	35		"Terminaator"	"Ainult sina võid mu maailma muuta"	"lyrics-terminaator-ainult_sina_void_mu_maailma_muuta"	1
"Terminaator - Aja Teenija"	1998	"TRUE"	4		"Terminaator"	"Aja Teenija"	"lyrics-terminaator-aja_teenija"	1
"Terminaator - Alkeemik "	2007	"TRUE"	40	175	"Terminaator"	"Alkeemik "	"lyrics-terminaator-alkeemik"	1
"Terminaator - Ballaad Jimmyst "	2009	"TRUE"	26	148	"Terminaator"	"Ballaad Jimmyst "	"lyrics-terminaator-ballaad_jimmyst"	1
"Terminaator - Carmen "	2003	"TRUE"	4	1420	"Terminaator"	"Carmen "	"lyrics-terminaator-carmen"	1
"Terminaator - Ebaõiglane "	2005	"TRUE"	3	3305	"Terminaator"	"Ebaõiglane "	"lyrics-terminaator-ebaoiglane"	1
"Terminaator - Ford "	2003	"TRUE"	22	246	"Terminaator"	"Ford "	"lyrics-terminaator-ford"	1
"Terminaator - Hall maailm "	2001	"TRUE"	12	356	"Terminaator"	"Hall maailm "	"lyrics-terminaator-hall_maailm"	1
"Terminaator - Head Ööd "	2006	"TRUE"	36	157	"Terminaator"	"Head Ööd "	"lyrics-terminaator-head_ood"	1
"Terminaator - Inetu "	2003	"TRUE"	26	211	"Terminaator"	"Inetu "	"lyrics-terminaator-inetu"	1
"Terminaator - Ingli Puudutus "	1996	"TRUE"	8	635	"Terminaator"	"Ingli Puudutus "	"lyrics-terminaator-ingli_puudutus"	1
"Terminaator - Ingli Puudutus "	1997	"TRUE"	28	156	"Terminaator"	"Ingli Puudutus "	"lyrics-terminaator-ingli_puudutus"	1
"Terminaator - Jää "	1999	"TRUE"	4	782	"Terminaator"	"Jää "	"lyrics-terminaator-jaa"	1
"Terminaator - Just Reedeti "	2009	"TRUE"	30	135	"Terminaator"	"Just Reedeti "	"lyrics-terminaator-just_reedeti"	1
"Terminaator - Juulikuu Lumi "	1995	"TRUE"	1	1132	"Terminaator"	"Juulikuu Lumi "	"lyrics-terminaator-juulikuu_lumi"	1
"Terminaator - Juulikuu Lumi 2007 "	2007	"TRUE"	9	690	"Terminaator"	"Juulikuu Lumi 2007 "	"lyrics-terminaator-juulikuu_lumi"	1
"Terminaator ja Evelin Samuel - Kaitseta "	1997	"TRUE"	4	776	"Terminaator ja Evelin Samuel"	"Kaitseta "	"lyrics-terminaator-kaitseta"	1
"Terminaator ja Evelin Samuel - Kaitseta "	1998	"TRUE"	13	236	"Terminaator ja Evelin Samuel"	"Kaitseta "	"lyrics-terminaator-kaitseta"	1
"Terminaator - Kes Uskus "	1997	"TRUE"	40	72	"Terminaator"	"Kes Uskus "	"lyrics-terminaator-kes_uskus"	1
"Terminaator - Kristallkülmas Öös "	1997	"TRUE"	39	78	"Terminaator"	"Kristallkülmas Öös "	"lyrics-terminaator-kristallkulmas_oos"	1
"Terminaator - Kuutõbine "	2003	"TRUE"	12	383	"Terminaator"	"Kuutõbine "	"lyrics-terminaator-kuutobine"	1
"Terminaator - Lõbus maja "	1995	"TRUE"	17	258	"Terminaator"	"Lõbus maja "	"lyrics-terminaator-lobus_maja"	1
"Terminaator - Muinasjutu Mets "	1996	"TRUE"	27	178	"Terminaator"	"Muinasjutu Mets "	"lyrics-terminaator-muinasjutu_mets"	1
"Terminaator - Muinasjutumets "	1997	"TRUE"	32	129	"Terminaator"	"Muinasjutumets "	"lyrics-terminaator-muinasjutu_mets"	1
"Terminaator - Nagu Esimene Kord "	2006	"TRUE"	32	193	"Terminaator"	"Nagu Esimene Kord "	"lyrics-terminaator-nagu_esimene_kord"	1
"Terminaator - Pilves Selgimistega "	2008	"TRUE"	29	179	"Terminaator"	"Pilves Selgimistega "	"lyrics-terminaator-pilves_selgimistega"	1
"Terminaator - Plekktrumm "	2004	"TRUE"	8	592	"Terminaator"	"Plekktrumm "	"lyrics-terminaator-plekktrumm"	1
"Terminaator - Portselanist tüdruk "	2001	"TRUE"	17	189	"Terminaator"	"Portselanist tüdruk "	"lyrics-terminaator-portselanist_tudruk"	1
"Terminaator - Preeria Tuul "	1998	"TRUE"	37	68	"Terminaator"	"Preeria Tuul "	"lyrics-terminaator-preeriatuul"	1
"Terminaator - Raudteejaam "	2001	"TRUE"	37	59	"Terminaator"	"Raudteejaam "	"lyrics-terminaator-raudteejaam"	1
"Terminaator - Romula "	2002	"TRUE"	1	1882	"Terminaator"	"Romula "	"lyrics-terminaator-romula"	1
"Terminaator - Romula "	2003	"TRUE"	21	252	"Terminaator"	"Romula "	"lyrics-terminaator-romula"	1
"Terminaator - See Ei Ole Saladus "	2000	"TRUE"	2	2002	"Terminaator"	"See Ei Ole Saladus "	"lyrics-terminaator-see_ei_ole_saladus"	1
"Terminaator - See ei ole saladus "	2001	"TRUE"	15	249	"Terminaator"	"See ei ole saladus "	"lyrics-terminaator-see_ei_ole_saladus"	1
"Terminaator Feat. Hele Kõre & Kristjan Kasearu - Siis Kui Maailm Magab Veel "	2007	"TRUE"	26	279	"Terminaator"	"Siis Kui Maailm Magab Veel "	"lyrics-terminaator-siis_kui_maailm_magab_veel"	1
"Terminaator feat Hele Kõre & Kristjan Kasearu - Siis Kui Maailm Magab Veel "	2006	"TRUE"	6	1370	"Terminaator"	"Siis Kui Maailm Magab Veel "	"lyrics-terminaator-siis_kui_maailm_magab_veel"	1
"Terminaator - Sinu Juurde Tagasi"	1998	"TRUE"	6		"Terminaator"	"Sinu Juurde Tagasi"	"lyrics-terminaator-sinu_juurde_tagasi"	1
"Terminaator - Superstaar "	2006	"TRUE"	26	249	"Terminaator"	"Superstaar "	"lyrics-terminaator-superstaar"	1
"Terminaator - Surmav Suudlus 69 "	1998	"TRUE"	36	69	"Terminaator"	"Surmav Suudlus 69 "	"lyrics-terminaator-surmav_suudlus"	1
"Terminaator, Kärt Tomingas - Tänapäeva muinaslugu "	2001	"TRUE"	27	79	"Terminaator, Kärt Tomingas"	"Tänapäeva muinaslugu "	"lyrics-terminaator-tanapaeva_muinaslugu"	1
"Terminaator - Tee "	2000	"TRUE"	33	85	"Terminaator"	"Tee "	"lyrics-terminaator-tee"	1
"Terminaator - Torm"	1994	"TRUE"	8		"Terminaator"	"Torm"	"lyrics-terminaator-torm"	1
"Terminaator - Ütle Miks "	1996	"TRUE"	6	888	"Terminaator"	"Ütle Miks "	"lyrics-terminaator-utle_miks"	1
